,x,y,time,ard
1567,[54281 54586 63947],[50627 59726 59791],1510687952797,['0.0680' '0.5825' '1.2000' '1.7000\n']
1568,[54281 54587 63939],[50627 59727 59790],1510687952812,['0.0678' '0.5825' '1.2000' '1.7000\n']
1569,[54280 54586 63939],[50628 59727 59789],1510687952814,['0.0678' '0.5826' '1.2000' '1.7000\n']
1570,[54279 54587 63946],[50627 59728 59792],1510687952828,['0.0678' '0.5824' '1.2000' '1.7000\n']
1571,[54280 54586 63946],[50626 59727 59791],1510687952844,['0.0680' '0.5825' '1.2000' '1.7000\n']
1572,[54280 54586 63938],[50627 59727 59789],1510687952845,['0.0678' '0.5825' '1.2000' '1.7000\n']
1573,[54281 54586 63939],[50628 59725 59789],1510687952860,['0.0678' '0.5822' '1.2000' '1.7000\n']
1574,[54280 54588 63939],[50626 59726 59789],1510687952876,['0.0678' '0.5825' '1.2000' '1.7000\n']
1575,[54281 54584 63946],[50627 59727 59790],1510687952877,['0.0678' '0.5828' '1.2000' '1.7000\n']
1576,[54279 54587 63938],[50627 59728 59789],1510687952892,['0.0681' '0.5831' '1.2000' '1.7000\n']
1577,[54280 54587 63939],[50627 59727 59789],1510687952893,['0.0678' '0.5835' '1.2000' '1.7000\n']
1578,[54272 54586 63938],[50627 59727 59788],1510687952909,['0.0678' '0.5838' '1.2000' '1.7000\n']
1579,[54281 54580 63938],[50628 59722 59789],1510687952924,['0.0678' '0.5840' '1.2000' '1.7000\n']
1580,[54280 54586 63947],[50627 59727 59791],1510687952925,['0.0678' '0.5845' '1.2000' '1.7000\n']
1581,[54281 54586 63946],[50627 59727 59791],1510687952940,['0.0678' '0.5848' '1.2000' '1.7000\n']
1582,[54281 54586 63946],[50627 59726 59791],1510687952956,['0.0681' '0.5851' '1.2000' '1.7000\n']
1583,[54280 54586 63945],[50626 59728 59791],1510687952958,['0.0678' '0.5853' '1.2000' '1.7000\n']
1584,[54280 54580 63946],[50626 59723 59791],1510687952973,['0.0678' '0.5858' '1.2000' '1.7000\n']
1585,[54281 54587 63946],[50627 59728 59791],1510687952973,['0.0677' '0.5861' '1.2000' '1.7000\n']
1586,[54280 54587 63945],[50626 59728 59791],1510687952989,['0.0681' '0.5864' '1.2000' '1.7000\n']
1587,[54280 54590 63945],[50626 59730 59791],1510687953004,['0.0677' '0.5868' '1.2000' '1.7000\n']
