,x,y,time,ard
4672,[50703 60825 61746 70993],[38854 57361 59482 38840],1509856714132,['0.9207' '1.4385' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4673,[50452 60765 61727 71238],[38972 57356 59480 39008],1509856714132,['0.9210' '1.4387' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4674,[50286 60727 61710 71403],[39054 57372 59476 39132],1509856714133,['0.9209' '1.4391' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4675,[50200 60709 61700 71493],[39093 57375 59474 39197],1509856714172,['0.9210' '1.4394' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4676,[50185 60694 61701 71502],[39093 57372 59471 39197],1509856714174,['0.9209' '1.4398' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4677,[50241 60703 61704 71435],[39056 57346 59471 39144],1509856714175,['0.9210' '1.4401' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4678,[50373 60724 61711 71300],[38985 57350 59467 39041],1509856714182,['0.9207' '1.4408' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4679,[50577 60750 61728 71107],[38884 57354 59468 38900],1509856714219,['0.9207' '1.4411' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4680,[50862 60807 61751 70842],[38743 57304 59471 38715],1509856714220,['0.9207' '1.4417' '-2.4749' '1.2000' '1.7000' '-2.4698\n']
4681,[51225 60846 61782 70505],[38568 57270 59478 38485],1509856714220,['0.9207' '1.4421' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4682,[51693 60899 61815 70080],[38349 57261 59475 38205],1509856714220,['0.9210' '1.4420' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4683,[52267 60963 61854 69561],[38099 57292 59468 37890],1509856714251,['0.9207' '1.4428' '-2.4748' '1.2000' '1.7000' '-2.4698\n']
4684,[52957 61059 61900 68943],[37807 57254 59456 37534],1509856714252,['0.9207' '1.4431' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4685,[53769 61174 61951 68225],[37483 57214 59436 37147],1509856714252,['0.9209' '1.4434' '-2.4747' '1.2000' '1.7000' '-2.4698\n']
4686,[54668 61330 62008 67438],[37162 57150 59400 36760],1509856714253,['0.9207' '1.4440' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4687,[55328 61324 61928 66833],[36683 56918 59126 36265],1509856714291,['0.9576' '1.4679' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4688,[55082 61035 61622 66942],[35742 55907 58204 35442],1509856714292,['0.9834' '1.4970' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4689,[54263 60509 61165 67515],[34484 54479 56848 34424],1509856714292,['1.0590' '1.5570' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4690,[53739 60156 60653 67800],[33426 53643 55845 33676],1509856714293,['1.1369' '1.6293' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4691,[53869 59833 60268 67449],[33091 53474 55663 33451],1509856714331,['1.2262' '1.7091' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4692,[54372 59698 60071 66832],[33158 53717 55917 33455],1509856714332,['1.3169' '1.7932' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4693,[53593 59794 60429 67675],[32417 52476 54804 32577],1509856714332,['1.4039' '1.8806' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4694,[51747 60067 60948 69661],[30237 49471 51750 30334],1509856714333,['1.4916' '1.9654' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4695,[50485 60352 61405 71109],[27410 45869 48130 27382],1509856714371,['1.5738' '2.0332' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4696,[50247 60658 61749 71556],[24865 43042 45285 24626],1509856714372,['1.6589' '2.1400' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4697,[50517 60962 62054 71428],[23409 41603 43852 22906],1509856714372,['1.7403' '2.2261' '-2.4762' '2.5000' '3.0000' '-2.4698\n']
4698,[50709 61178 62259 71337],[23167 41372 43620 22472],1509856714373,['1.8169' '2.3102' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4699,[50744 61255 62336 71356],[23624 41745 44025 22840],1509856714419,['1.8966' '2.3834' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4700,[50652 61155 62235 71328],[24261 42313 44580 23486],1509856714420,['1.9780' '2.4851' '-2.4741' '2.5000' '3.0000' '-2.4698\n']
4701,[50576 60951 62002 71265],[24779 42868 45165 24141],1509856714420,['2.0637' '2.5784' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4702,[50597 60742 61789 71178],[25197 43466 45732 24773],1509856714421,['2.1510' '2.6753' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4703,[50606 60540 61592 71072],[25623 44070 46319 25394],1509856714451,['2.2417' '2.7780' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4704,[50699 60454 61502 71018],[26151 44754 46973 26094],1509856714452,['2.3386' '2.8811' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4705,[50815 60458 61488 71012],[26856 45515 47741 26862],1509856714452,['2.4380' '2.9898' '-2.4831' '2.5000' '3.0000' '-2.4698\n']
4706,[50882 60507 61520 71023],[27747 46389 48648 27740],1509856714453,['2.5287' '3.0760' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4707,[50948 60579 61575 71031],[28788 47396 49665 28755],1509856714491,['2.5627' '3.1068' '-2.4748' '2.5000' '3.0000' '-2.4698\n']
4708,[51025 60652 61643 71058],[29951 48543 50816 29905],1509856714492,['2.5105' '3.0302' '-2.4630' '2.5000' '3.0000' '-2.4698\n']
4709,[51066 60704 61702 71068],[31226 49856 52096 31179],1509856714492,['2.4459' '2.9366' '-2.4747' '2.5000' '3.0000' '-2.4698\n']
4710,[51043 60710 61742 71006],[32634 51290 53457 32569],1509856714493,['2.4446' '2.9220' '-2.4739' '2.5000' '3.0000' '-2.4698\n']
4711,[50983 60826 61718 70922],[34116 52865 54914 34014],1509856714532,['2.5103' '2.9921' '-2.4823' '1.2000' '1.7000' '-2.4698\n']
4712,[50930 60592 61664 70829],[35674 54284 56451 35590],1509856714534,['2.5256' '2.9930' '-2.4819' '1.2000' '1.7000' '-2.4698\n']
4713,[50889 60680 61575 70749],[37317 55871 58097 37297],1509856714539,['2.3049' '2.7414' '-2.4739' '1.2000' '1.7000' '-2.4698\n']
4714,[50772 60422 61498 70653],[38873 57633 59567 39008],1509856714540,['1.9887' '2.4426' '-2.4687' '1.2000' '1.7000' '-2.4698\n']
4715,[52242 60727 61641 69039],[38028 57321 59429 37766],1509856714572,['1.6834' '2.1367' '-2.4740' '1.2000' '1.7000' '-2.4698\n']
4716,[53907 61010 61823 67152],[37672 57574 59578 37198],1509856714574,['1.4500' '1.9280' '-2.4739' '1.2000' '1.7000' '-2.4698\n']
4717,[61437 61997],[57529 59591],1509856714576,['1.3290' '1.8407' '-2.4741' '1.2000' '1.7000' '-2.4698\n']
4718,[61512 62051],[57458 59540],1509856714582,['1.3058' '1.8315' '-2.4739' '1.2000' '1.7000' '-2.4698\n']
4719,[55123 61345 61970],[37183 57307 59476],1509856714613,['1.3149' '1.8482' '-2.4739' '1.2000' '1.7000' '-2.4698\n']
